Data da Venda,ID do Cliente,Produto,Categoria,Tipo de Pet,Quantidade,Preço Unitário,Valor Total
2022-03-20,C0033,Arranhador,Brinquedo,Gato,2,60.0,120.0
2022-03-20,C0470,Ração Econômica,Ração,Gato,2,70.0,140.0
2022-03-21,C0014,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2022-03-22,C0221,Coleira,Acessórios,Gato,1,35.0,35.0
2022-03-22,C0064,Comedouro,Acessórios,Gato,3,20.0,60.0
2022-03-22,C0290,Shampoo Pet,Higiene,Cachorro,4,30.0,120.0
2022-03-23,C0452,Alpiste,Ração,Pássaro,4,10.0,40.0
2022-03-23,C0121,Comida para Peixe,Ração,Peixe,3,15.0,45.0
2022-03-23,C0119,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2022-03-23,C0346,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2022-03-24,C0143,Ração Premium,Ração,Cachorro,2,120.0,240.0
2022-03-24,C0187,Comida para Peixe,Ração,Peixe,3,15.0,45.0
2022-03-25,C0025,Ração Premium,Ração,Cachorro,1,120.0,120.0
2022-03-25,C0363,Brinquedo Bola,Brinquedo,Cachorro,2,25.0,50.0
2022-03-27,C0255,Shampoo Pet,Higiene,Cachorro,2,30.0,60.0
2022-03-28,C0268,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2022-03-28,C0341,Ração Premium,Ração,Gato,4,120.0,480.0
2022-03-29,C0143,Arranhador,Brinquedo,Gato,1,60.0,60.0
2022-03-30,C0343,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2022-03-30,C0102,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2022-03-30,C0220,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2022-03-31,C0050,Shampoo Pet,Higiene,Cachorro,1,30.0,30.0
2022-03-31,C0449,Coleira,Acessórios,Cachorro,2,35.0,70.0
2022-04-01,C0054,Antipulgas,Remédio,Cachorro,2,65.0,130.0
2022-04-01,C0085,Comedouro,Acessórios,Cachorro,3,20.0,60.0
2022-04-01,C0088,Arranhador,Brinquedo,Gato,1,60.0,60.0
2022-04-01,C0380,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2022-04-01,C0238,Comedouro,Acessórios,Cachorro,3,20.0,60.0
2022-04-01,C0297,Arranhador,Brinquedo,Gato,4,60.0,240.0
2022-04-03,C0138,Aquário Pequeno,Acessórios,Peixe,2,150.0,300.0
2022-04-03,C0283,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2022-04-03,C0382,Ração Econômica,Ração,Gato,4,70.0,280.0
2022-04-03,C0490,Ração Premium,Ração,Cachorro,3,120.0,360.0
2022-04-04,C0132,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2022-04-05,C0391,Antipulgas,Remédio,Gato,2,65.0,130.0
2022-04-05,C0090,Shampoo Pet,Higiene,Gato,1,30.0,30.0
2022-04-05,C0376,Coleira,Acessórios,Gato,1,35.0,35.0
2022-04-05,C0114,Ração Econômica,Ração,Cachorro,1,70.0,70.0
2022-04-06,C0240,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2022-04-07,C0403,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2022-04-07,C0218,Arranhador,Brinquedo,Gato,3,60.0,180.0
2022-04-07,C0386,Comedouro,Acessórios,Cachorro,4,20.0,80.0
2022-04-08,C0126,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2022-04-09,C0361,Ração Econômica,Ração,Cachorro,2,70.0,140.0
2022-04-09,C0229,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2022-04-10,C0048,Alpiste,Ração,Pássaro,3,10.0,30.0
2022-04-10,C0420,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2022-04-11,C0450,Ração Econômica,Ração,Gato,2,70.0,140.0
2022-04-11,C0208,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2022-04-12,C0279,Arranhador,Brinquedo,Gato,3,60.0,180.0
2022-04-12,C0054,Areia Higiênica,Higiene,Gato,3,22.0,66.0
2022-04-12,C0071,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2022-04-12,C0334,Antipulgas,Remédio,Cachorro,3,65.0,195.0
2022-04-12,C0413,Comedouro,Acessórios,Gato,1,20.0,20.0
2022-04-12,C0500,Aquário Pequeno,Acessórios,Peixe,2,150.0,300.0
2022-04-12,C0319,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2022-04-12,C0259,Ração Premium,Ração,Gato,4,120.0,480.0
2022-04-12,C0048,Ração Econômica,Ração,Gato,4,70.0,280.0
2022-04-12,C0493,Comedouro,Acessórios,Gato,1,20.0,20.0
2022-04-13,C0207,Arranhador,Brinquedo,Gato,3,60.0,180.0
2022-04-15,C0063,Coleira,Acessórios,Gato,4,35.0,140.0
2022-04-15,C0004,Coleira,Acessórios,Cachorro,1,35.0,35.0
2022-04-15,C0248,Arranhador,Brinquedo,Gato,2,60.0,120.0
2022-04-16,C0026,Aquário Pequeno,Acessórios,Peixe,4,150.0,600.0
2022-04-17,C0301,Alpiste,Ração,Pássaro,3,10.0,30.0
2022-04-18,C0354,Ração Econômica,Ração,Cachorro,4,70.0,280.0
2022-04-19,C0417,Arranhador,Brinquedo,Gato,3,60.0,180.0
2022-04-19,C0034,Shampoo Pet,Higiene,Cachorro,2,30.0,60.0
2022-04-19,C0373,Ração Econômica,Ração,Cachorro,2,70.0,140.0
2022-04-20,C0338,Arranhador,Brinquedo,Gato,1,60.0,60.0
2022-04-20,C0141,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2022-04-20,C0228,Ração Econômica,Ração,Cachorro,3,70.0,210.0
2022-04-20,C0430,Comedouro,Acessórios,Gato,3,20.0,60.0
2022-04-21,C0201,Aquário Pequeno,Acessórios,Peixe,4,150.0,600.0
2022-04-21,C0329,Antipulgas,Remédio,Gato,3,65.0,195.0
2022-04-21,C0252,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2022-04-22,C0003,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2022-04-22,C0275,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2022-04-22,C0049,Ração Premium,Ração,Cachorro,2,120.0,240.0
2022-04-22,C0347,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2022-04-23,C0477,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2022-04-24,C0462,Antipulgas,Remédio,Gato,3,65.0,195.0
2022-04-24,C0265,Aquário Pequeno,Acessórios,Peixe,4,150.0,600.0
2022-04-24,C0077,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2022-04-24,C0264,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2022-04-24,C0118,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2022-04-24,C0039,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2022-04-25,C0037,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2022-04-25,C0333,Aquário Pequeno,Acessórios,Peixe,4,150.0,600.0
2022-04-26,C0352,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2022-04-26,C0297,Coleira,Acessórios,Cachorro,3,35.0,105.0
2022-04-26,C0434,Ração Econômica,Ração,Cachorro,4,70.0,280.0
2022-04-28,C0110,Gaiola Pequena,Acessórios,Pássaro,3,85.0,255.0
2022-04-28,C0488,Comedouro,Acessórios,Gato,2,20.0,40.0
2022-04-29,C0219,Arranhador,Brinquedo,Gato,3,60.0,180.0
2022-04-29,C0421,Ração Premium,Ração,Gato,4,120.0,480.0
2022-04-30,C0271,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2022-05-01,C0275,Alpiste,Ração,Pássaro,4,10.0,40.0
2022-05-01,C0405,Ração Premium,Ração,Cachorro,4,120.0,480.0
2022-05-01,C0050,Ração Premium,Ração,Gato,4,120.0,480.0
2022-05-02,C0292,Aquário Pequeno,Acessórios,Peixe,4,150.0,600.0
2022-05-02,C0486,Shampoo Pet,Higiene,Gato,1,30.0,30.0
2022-05-02,C0134,Antipulgas,Remédio,Cachorro,4,65.0,260.0
2022-05-03,C0244,Arranhador,Brinquedo,Gato,1,60.0,60.0
2022-05-03,C0223,Antipulgas,Remédio,Gato,4,65.0,260.0
2022-05-04,C0377,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2022-05-04,C0455,Coleira,Acessórios,Gato,3,35.0,105.0
2022-05-04,C0006,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2022-05-06,C0040,Aquário Pequeno,Acessórios,Peixe,2,150.0,300.0
2022-05-06,C0481,Antipulgas,Remédio,Cachorro,3,65.0,195.0
2022-05-07,C0357,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2022-05-07,C0066,Shampoo Pet,Higiene,Gato,1,30.0,30.0
2022-05-08,C0061,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2022-05-08,C0090,Comida para Peixe,Ração,Peixe,3,15.0,45.0
2022-05-08,C0118,Shampoo Pet,Higiene,Gato,2,30.0,60.0
2022-05-08,C0086,Comedouro,Acessórios,Gato,3,20.0,60.0
2022-05-09,C0433,Alpiste,Ração,Pássaro,4,10.0,40.0
2022-05-10,C0438,Coleira,Acessórios,Cachorro,2,35.0,70.0
2022-05-11,C0370,Areia Higiênica,Higiene,Gato,3,22.0,66.0
2022-05-12,C0184,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2022-05-12,C0100,Comedouro,Acessórios,Gato,4,20.0,80.0
2022-05-13,C0158,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2022-05-13,C0305,Arranhador,Brinquedo,Gato,3,60.0,180.0
2022-05-13,C0309,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2022-05-14,C0389,Ração Premium,Ração,Cachorro,3,120.0,360.0
2022-05-15,C0072,Antipulgas,Remédio,Gato,1,65.0,65.0
2022-05-15,C0376,Comedouro,Acessórios,Gato,1,20.0,20.0
2022-05-15,C0361,Ração Premium,Ração,Gato,1,120.0,120.0
2022-05-15,C0025,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2022-05-17,C0276,Comedouro,Acessórios,Gato,3,20.0,60.0
2022-05-17,C0043,Coleira,Acessórios,Gato,1,35.0,35.0
2022-05-17,C0415,Coleira,Acessórios,Gato,3,35.0,105.0
2022-05-17,C0350,Brinquedo Bola,Brinquedo,Cachorro,2,25.0,50.0
2022-05-19,C0066,Comedouro,Acessórios,Cachorro,1,20.0,20.0
2022-05-19,C0024,Areia Higiênica,Higiene,Gato,3,22.0,66.0
2022-05-19,C0035,Coleira,Acessórios,Cachorro,1,35.0,35.0
2022-05-19,C0373,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2022-05-19,C0170,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2022-05-19,C0221,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2022-05-20,C0096,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2022-05-21,C0347,Ração Econômica,Ração,Cachorro,2,70.0,140.0
2022-05-21,C0261,Ração Econômica,Ração,Gato,4,70.0,280.0
2022-05-21,C0163,Comedouro,Acessórios,Gato,3,20.0,60.0
2022-05-21,C0217,Ração Econômica,Ração,Gato,3,70.0,210.0
2022-05-22,C0197,Gaiola Pequena,Acessórios,Pássaro,3,85.0,255.0
2022-05-22,C0395,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2022-05-22,C0146,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2022-05-22,C0205,Ração Premium,Ração,Cachorro,4,120.0,480.0
2022-05-22,C0438,Coleira,Acessórios,Cachorro,1,35.0,35.0
2022-05-23,C0216,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2022-05-23,C0088,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2022-05-23,C0069,Gaiola Pequena,Acessórios,Pássaro,3,85.0,255.0
2022-05-23,C0144,Arranhador,Brinquedo,Gato,2,60.0,120.0
2022-05-24,C0241,Comida para Peixe,Ração,Peixe,1,15.0,15.0
2022-05-24,C0259,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2022-05-25,C0423,Aquário Pequeno,Acessórios,Peixe,2,150.0,300.0
2022-05-25,C0181,Alpiste,Ração,Pássaro,1,10.0,10.0
2022-05-25,C0386,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2022-05-26,C0211,Shampoo Pet,Higiene,Cachorro,2,30.0,60.0
2022-05-27,C0075,Alpiste,Ração,Pássaro,1,10.0,10.0
2022-05-27,C0399,Comedouro,Acessórios,Cachorro,2,20.0,40.0
2022-05-27,C0219,Coleira,Acessórios,Cachorro,1,35.0,35.0
2022-05-27,C0085,Ração Premium,Ração,Gato,2,120.0,240.0
2022-05-27,C0058,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2022-05-27,C0010,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2022-05-27,C0022,Ração Premium,Ração,Gato,1,120.0,120.0
2022-05-27,C0387,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2022-05-28,C0357,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2022-05-28,C0009,Comedouro,Acessórios,Cachorro,4,20.0,80.0
2022-05-29,C0452,Alpiste,Ração,Pássaro,3,10.0,30.0
2022-05-29,C0475,Comedouro,Acessórios,Cachorro,4,20.0,80.0
2022-05-29,C0274,Ração Premium,Ração,Cachorro,2,120.0,240.0
2022-05-29,C0248,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2022-05-29,C0266,Antipulgas,Remédio,Cachorro,4,65.0,260.0
2022-05-30,C0486,Ração Premium,Ração,Gato,4,120.0,480.0
2022-05-30,C0292,Coleira,Acessórios,Cachorro,1,35.0,35.0
2022-05-30,C0176,Areia Higiênica,Higiene,Gato,1,22.0,22.0
2022-05-30,C0120,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2022-05-30,C0254,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2022-05-30,C0353,Alpiste,Ração,Pássaro,1,10.0,10.0
2022-05-30,C0090,Arranhador,Brinquedo,Gato,3,60.0,180.0
2022-05-31,C0403,Arranhador,Brinquedo,Gato,4,60.0,240.0
2022-05-31,C0017,Ração Econômica,Ração,Cachorro,4,70.0,280.0
2022-05-31,C0023,Areia Higiênica,Higiene,Gato,3,22.0,66.0
2022-06-01,C0201,Comedouro,Acessórios,Gato,2,20.0,40.0
2022-06-02,C0248,Shampoo Pet,Higiene,Gato,4,30.0,120.0
2022-06-02,C0062,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2022-06-02,C0215,Aquário Pequeno,Acessórios,Peixe,1,150.0,150.0
2022-06-03,C0190,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2022-06-03,C0357,Arranhador,Brinquedo,Gato,1,60.0,60.0
2022-06-03,C0154,Areia Higiênica,Higiene,Gato,3,22.0,66.0
2022-06-04,C0114,Arranhador,Brinquedo,Gato,1,60.0,60.0
2022-06-05,C0288,Areia Higiênica,Higiene,Gato,3,22.0,66.0
2022-06-05,C0167,Comida para Peixe,Ração,Peixe,2,15.0,30.0
2022-06-06,C0184,Ração Econômica,Ração,Cachorro,2,70.0,140.0
2022-06-07,C0157,Comedouro,Acessórios,Cachorro,2,20.0,40.0
2022-06-07,C0214,Shampoo Pet,Higiene,Cachorro,4,30.0,120.0
2022-06-07,C0368,Shampoo Pet,Higiene,Cachorro,1,30.0,30.0
2022-06-07,C0269,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2022-06-08,C0172,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2022-06-08,C0225,Coleira,Acessórios,Cachorro,2,35.0,70.0
2022-06-08,C0419,Shampoo Pet,Higiene,Gato,1,30.0,30.0
2022-06-08,C0144,Coleira,Acessórios,Cachorro,4,35.0,140.0
2022-06-09,C0242,Coleira,Acessórios,Gato,2,35.0,70.0
2022-06-09,C0008,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2022-06-10,C0498,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2022-06-10,C0332,Areia Higiênica,Higiene,Gato,1,22.0,22.0
2022-06-11,C0403,Shampoo Pet,Higiene,Cachorro,1,30.0,30.0
2022-06-11,C0167,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2022-06-12,C0174,Ração Premium,Ração,Cachorro,2,120.0,240.0
2022-06-13,C0125,Ração Premium,Ração,Cachorro,4,120.0,480.0
2022-06-13,C0087,Shampoo Pet,Higiene,Cachorro,2,30.0,60.0
2022-06-14,C0326,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2022-06-15,C0365,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2022-06-15,C0399,Shampoo Pet,Higiene,Gato,2,30.0,60.0
2022-06-15,C0449,Aquário Pequeno,Acessórios,Peixe,1,150.0,150.0
2022-06-16,C0458,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2022-06-17,C0132,Ração Econômica,Ração,Cachorro,1,70.0,70.0
2022-06-17,C0201,Coleira,Acessórios,Cachorro,3,35.0,105.0
2022-06-17,C0166,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2022-06-18,C0283,Shampoo Pet,Higiene,Gato,4,30.0,120.0
2022-06-19,C0076,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2022-06-19,C0092,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2022-06-20,C0065,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2022-06-21,C0268,Comida para Peixe,Ração,Peixe,3,15.0,45.0
2022-06-22,C0292,Comedouro,Acessórios,Gato,3,20.0,60.0
2022-06-22,C0361,Antipulgas,Remédio,Cachorro,3,65.0,195.0
2022-06-24,C0226,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2022-06-24,C0118,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2022-06-24,C0428,Gaiola Pequena,Acessórios,Pássaro,2,85.0,170.0
2022-06-24,C0052,Coleira,Acessórios,Cachorro,2,35.0,70.0
2022-06-25,C0066,Ração Premium,Ração,Gato,4,120.0,480.0
2022-06-26,C0194,Alpiste,Ração,Pássaro,3,10.0,30.0
2022-06-27,C0066,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2022-06-28,C0189,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2022-06-28,C0068,Antipulgas,Remédio,Cachorro,3,65.0,195.0
2022-06-28,C0197,Comedouro,Acessórios,Gato,4,20.0,80.0
2022-06-28,C0198,Brinquedo Bola,Brinquedo,Cachorro,2,25.0,50.0
2022-06-28,C0278,Shampoo Pet,Higiene,Cachorro,2,30.0,60.0
2022-06-28,C0034,Alpiste,Ração,Pássaro,2,10.0,20.0
2022-06-29,C0286,Ração Premium,Ração,Cachorro,3,120.0,360.0
2022-06-29,C0362,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2022-06-29,C0483,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2022-07-01,C0274,Comida para Peixe,Ração,Peixe,3,15.0,45.0
2022-07-01,C0205,Brinquedo Bola,Brinquedo,Cachorro,2,25.0,50.0
2022-07-01,C0116,Brinquedo Bola,Brinquedo,Cachorro,3,25.0,75.0
2022-07-01,C0344,Ração Econômica,Ração,Gato,2,70.0,140.0
2022-07-01,C0246,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2022-07-02,C0353,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2022-07-02,C0007,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2022-07-03,C0448,Shampoo Pet,Higiene,Gato,2,30.0,60.0
2022-07-03,C0192,Comedouro,Acessórios,Cachorro,2,20.0,40.0
2022-07-03,C0322,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2022-07-03,C0009,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2022-07-04,C0331,Arranhador,Brinquedo,Gato,2,60.0,120.0
2022-07-05,C0436,Comedouro,Acessórios,Gato,3,20.0,60.0
2022-07-05,C0166,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2022-07-05,C0155,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2022-07-05,C0405,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2022-07-06,C0067,Antipulgas,Remédio,Cachorro,2,65.0,130.0
2022-07-06,C0134,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2022-07-06,C0328,Aquário Pequeno,Acessórios,Peixe,2,150.0,300.0
2022-07-07,C0008,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2022-07-07,C0367,Arranhador,Brinquedo,Gato,2,60.0,120.0
2022-07-07,C0436,Ração Premium,Ração,Cachorro,3,120.0,360.0
2022-07-09,C0110,Ração Econômica,Ração,Cachorro,2,70.0,140.0
2022-07-09,C0294,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2022-07-10,C0091,Ração Econômica,Ração,Cachorro,4,70.0,280.0
2022-07-10,C0388,Arranhador,Brinquedo,Gato,4,60.0,240.0
2022-07-11,C0306,Antipulgas,Remédio,Cachorro,1,65.0,65.0
2022-07-11,C0175,Arranhador,Brinquedo,Gato,1,60.0,60.0
2022-07-13,C0057,Ração Premium,Ração,Gato,4,120.0,480.0
2022-07-13,C0144,Ração Econômica,Ração,Gato,4,70.0,280.0
2022-07-13,C0075,Ração Econômica,Ração,Gato,4,70.0,280.0
2022-07-14,C0044,Ração Premium,Ração,Cachorro,3,120.0,360.0
2022-07-14,C0467,Arranhador,Brinquedo,Gato,1,60.0,60.0
2022-07-14,C0221,Gaiola Pequena,Acessórios,Pássaro,3,85.0,255.0
2022-07-14,C0124,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2022-07-15,C0382,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2022-07-15,C0065,Comedouro,Acessórios,Gato,3,20.0,60.0
2022-07-16,C0056,Shampoo Pet,Higiene,Cachorro,1,30.0,30.0
2022-07-16,C0407,Arranhador,Brinquedo,Gato,2,60.0,120.0
2022-07-16,C0468,Ração Econômica,Ração,Gato,3,70.0,210.0
2022-07-17,C0343,Antipulgas,Remédio,Gato,2,65.0,130.0
2022-07-17,C0217,Shampoo Pet,Higiene,Gato,3,30.0,90.0
2022-07-17,C0357,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2022-07-18,C0342,Aquário Pequeno,Acessórios,Peixe,4,150.0,600.0
2022-07-18,C0002,Ração Econômica,Ração,Cachorro,4,70.0,280.0
2022-07-18,C0454,Comida para Peixe,Ração,Peixe,1,15.0,15.0
2022-07-19,C0497,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2022-07-19,C0152,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2022-07-19,C0207,Aquário Pequeno,Acessórios,Peixe,4,150.0,600.0
2022-07-20,C0197,Ração Econômica,Ração,Cachorro,3,70.0,210.0
2022-07-20,C0317,Alpiste,Ração,Pássaro,2,10.0,20.0
2022-07-20,C0116,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2022-07-20,C0005,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2022-07-20,C0334,Coleira,Acessórios,Cachorro,3,35.0,105.0
2022-07-20,C0495,Arranhador,Brinquedo,Gato,2,60.0,120.0
2022-07-21,C0462,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2022-07-21,C0084,Shampoo Pet,Higiene,Gato,1,30.0,30.0
2022-07-21,C0338,Antipulgas,Remédio,Cachorro,4,65.0,260.0
2022-07-22,C0440,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2022-07-22,C0180,Brinquedo Bola,Brinquedo,Cachorro,4,25.0,100.0
2022-07-22,C0218,Antipulgas,Remédio,Gato,2,65.0,130.0
2022-07-22,C0082,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2022-07-23,C0262,Alpiste,Ração,Pássaro,4,10.0,40.0
2022-07-23,C0398,Coleira,Acessórios,Cachorro,3,35.0,105.0
2022-07-23,C0479,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2022-07-24,C0145,Shampoo Pet,Higiene,Gato,1,30.0,30.0
2022-07-24,C0099,Alpiste,Ração,Pássaro,1,10.0,10.0
2022-07-24,C0053,Comedouro,Acessórios,Cachorro,1,20.0,20.0
2022-07-24,C0133,Coleira,Acessórios,Cachorro,3,35.0,105.0
2022-07-24,C0330,Antipulgas,Remédio,Gato,1,65.0,65.0
2022-07-24,C0228,Ração Premium,Ração,Gato,3,120.0,360.0
2022-07-25,C0117,Comedouro,Acessórios,Cachorro,2,20.0,40.0
2022-07-25,C0157,Shampoo Pet,Higiene,Cachorro,1,30.0,30.0
2022-07-26,C0134,Ração Econômica,Ração,Cachorro,3,70.0,210.0
2022-07-28,C0081,Brinquedo Bola,Brinquedo,Cachorro,1,25.0,25.0
2022-07-28,C0314,Comida para Peixe,Ração,Peixe,4,15.0,60.0
2022-07-28,C0158,Areia Higiênica,Higiene,Gato,1,22.0,22.0
2022-07-29,C0335,Coleira,Acessórios,Gato,4,35.0,140.0
2022-07-29,C0475,Ração Premium,Ração,Gato,2,120.0,240.0
2022-07-30,C0397,Aquário Pequeno,Acessórios,Peixe,3,150.0,450.0
2022-07-30,C0461,Ração Econômica,Ração,Cachorro,2,70.0,140.0
2022-07-30,C0305,Antipulgas,Remédio,Cachorro,4,65.0,260.0
2022-07-31,C0081,Alpiste,Ração,Pássaro,2,10.0,20.0
2022-07-31,C0468,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2022-08-01,C0073,Ração Premium,Ração,Cachorro,2,120.0,240.0
2022-08-01,C0009,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2022-08-01,C0369,Shampoo Pet,Higiene,Gato,1,30.0,30.0
2022-08-02,C0021,Gaiola Pequena,Acessórios,Pássaro,1,85.0,85.0
2022-08-03,C0180,Areia Higiênica,Higiene,Gato,3,22.0,66.0
2022-08-04,C0321,Coleira,Acessórios,Gato,1,35.0,35.0
2022-08-04,C0073,Ração Econômica,Ração,Gato,4,70.0,280.0
2022-08-04,C0007,Coleira,Acessórios,Gato,1,35.0,35.0
2022-08-04,C0166,Ração Premium,Ração,Gato,3,120.0,360.0
2022-08-04,C0432,Comedouro,Acessórios,Cachorro,3,20.0,60.0
2022-08-05,C0421,Areia Higiênica,Higiene,Gato,2,22.0,44.0
2022-08-06,C0394,Areia Higiênica,Higiene,Gato,4,22.0,88.0
2022-08-06,C0152,Gaiola Pequena,Acessórios,Pássaro,4,85.0,340.0
2022-08-06,C0006,Antipulgas,Remédio,Cachorro,3,65.0,195.0
2022-08-06,C0022,Shampoo Pet,Higiene,Gato,2,30.0,60.0
2022-08-07,C0186,Gaiola Pequena,Acessórios,Pássaro,3,85.0,255.0
2022-08-07,C0282,Ração Econômica,Ração,Gato,4,70.0,280.0
2022-08-08,C0271,Coleira,Acessórios,Gato,1,35.0,35.0
2022-08-08,C0108,Areia Higiênica,Higiene,Gato,1,22.0,22.0
2022-08-08,C0146,Aquário Pequeno,Acessórios,Peixe,1,150.0,150.0
2022-08-08,C0189,Ração Econômica,Ração,Cachorro,2,70.0,140.0
2022-08-08,C0167,Comida para Peixe,Ração,Peixe,1,15.0,15.0
2022-08-08,C0430,Ração Premium,Ração,Cachorro,3,120.0,360.0
2022-08-08,C0483,Arranhador,Brinquedo,Gato,1,60.0,60.0
2022-08-09,C0245,Shampoo Pet,Higiene,Cachorro,2,30.0,60.0
2022-08-09,C0261,Comedouro,Acessórios,Gato,1,20.0,20.0
